PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1095.0,11.5,1032.0,621.0,1730.0,984.0,25.7,48.7,1.5825
1073.0,10.9,1009.0,639.0,1655.0,955.0,25.2,50.1,1.58
1063.0,10.4,991.0,655.0,1672.0,966.0,24.4,53.4,1.6031
1046.0,9.5,960.0,671.0,1637.0,899.0,23.7,55.4,1.6031
953.0,7.0,858.0,742.0,1544.0,780.0,22.8,58.5,1.5992
864.0,3.3,673.0,947.0,1412.0,636.0,22.8,58.5,1.5985
829.0,2.6,628.0,994.0,1378.0,577.0,22.3,59.7,1.5889
838.0,2.8,639.0,963.0,1391.0,596.0,20.8,64.9,1.571
913.0,4.3,728.0,802.0,1418.0,887.0,19.7,66.8,1.5184
1039.0,8.5,921.0,687.0,1556.0,1115.0,19.8,64.3,1.4678
1252.0,20.9,1320.0,499.0,2001.0,1374.0,20.6,62.3,1.4915
1410.0,35.2,1669.0,393.0,2555.0,1644.0,23.2,54.0,1.5143
1217.0,18.7,1261.0,533.0,1941.0,1375.0,26.3,43.1,1.4542
1114.0,12.8,1077.0,633.0,1705.0,1199.0,29.1,35.4,1.4008
1026.0,11.2,1020.0,689.0,1603.0,992.0,30.0,31.6,1.3176
1051.0,13.3,1094.0,646.0,1675.0,966.0,32.4,26.3,1.2594
1027.0,11.3,1024.0,700.0,1588.0,814.0,31.3,29.1,1.3054
996.0,10.4,992.0,722.0,1580.0,727.0,31.1,28.6,1.2718
1028.0,12.3,1060.0,686.0,1601.0,806.0,33.3,24.4,1.232
1030.0,12.3,1060.0,705.0,1588.0,852.0,35.5,21.2,1.2022
1133.0,19.4,1280.0,595.0,1791.0,1093.0,34.6,22.0,1.189
1180.0,21.5,1339.0,567.0,1868.0,1211.0,33.3,23.6,1.1842
1261.0,25.7,1446.0,528.0,2061.0,1346.0,30.0,28.5,1.1896
1093.0,14.5,1133.0,599.0,1708.0,1200.0,28.0,33.0,1.2264
1068.0,11.4,1029.0,650.0,1612.0,1192.0,27.2,37.4,1.3279
1031.0,9.5,958.0,700.0,1560.0,1074.0,26.6,39.9,1.3657
1055.0,11.6,1037.0,635.0,1632.0,1161.0,25.3,41.7,1.3247
1060.0,11.4,1029.0,622.0,1663.0,1210.0,24.3,44.7,1.3432
962.0,7.5,880.0,726.0,1484.0,1050.0,24.4,45.6,1.3779
874.0,5.3,776.0,846.0,1416.0,873.0,23.1,49.9,1.3891
832.0,3.1,661.0,977.0,1312.0,766.0,22.7,51.3,1.3977
834.0,4.0,709.0,907.0,1348.0,835.0,21.8,54.1,1.4004
865.0,4.6,745.0,866.0,1394.0,901.0,21.0,56.9,1.3999
903.0,5.8,803.0,819.0,1471.0,853.0,21.8,55.5,1.4323
1236.0,20.0,1297.0,542.0,1997.0,1321.0,21.6,57.2,1.4607
1464.0,30.0,1552.0,419.0,2366.0,1738.0,22.8,54.2,1.4886
1258.0,18.7,1261.0,514.0,1940.0,1603.0,26.2,45.0,1.5098
1203.0,15.8,1174.0,577.0,1824.0,1426.0,30.8,34.8,1.5165
1156.0,14.3,1127.0,616.0,1767.0,1295.0,34.1,28.8,1.5105
1106.0,14.4,1130.0,623.0,1726.0,1093.0,35.9,24.7,1.437
1008.0,11.6,1037.0,697.0,1587.0,803.0,33.7,25.1,1.2915
1011.0,11.1,1017.0,704.0,1569.0,738.0,34.4,24.0,1.279
1049.0,13.5,1100.0,667.0,1635.0,870.0,36.4,20.3,1.214
1053.0,13.7,1108.0,694.0,1570.0,873.0,38.7,17.3,1.1729
1088.0,15.3,1159.0,666.0,1626.0,889.0,37.2,18.9,1.1774
1248.0,26.0,1454.0,550.0,1917.0,1599.0,36.1,20.0,1.1767
1374.0,28.6,1517.0,490.0,2069.0,1704.0,32.8,29.4,1.4344
1213.0,17.0,1210.0,572.0,1809.0,1424.0,30.0,35.9,1.4958
1108.0,12.0,1051.0,640.0,1616.0,1199.0,28.7,38.2,1.4794
1071.0,10.1,982.0,649.0,1557.0,1099.0,28.1,40.4,1.512
1044.0,9.7,967.0,672.0,1540.0,1133.0,27.4,41.4,1.4877
1045.0,9.6,964.0,666.0,1554.0,1140.0,26.4,44.0,1.4919
1004.0,8.5,921.0,699.0,1495.0,1092.0,24.9,47.9,1.4855
944.0,5.7,796.0,784.0,1407.0,1021.0,24.0,50.3,1.476
868.0,3.1,657.0,921.0,1356.0,764.0,25.2,47.9,1.5129
850.0,2.7,632.0,954.0,1316.0,803.0,24.2,50.6,1.5011
873.0,3.3,668.0,911.0,1354.0,744.0,23.1,55.0,1.5357
905.0,5.1,766.0,842.0,1438.0,818.0,22.9,56.2,1.5522
1249.0,18.0,1239.0,540.0,1953.0,1285.0,22.0,59.3,1.5523
1488.0,34.5,1653.0,388.0,2537.0,1782.0,23.7,54.0,1.5627
1300.0,20.0,1296.0,489.0,1989.0,1639.0,26.7,45.7,1.5747
1311.0,18.9,1267.0,524.0,1941.0,1662.0,31.4,34.5,1.5599
1232.0,17.0,1210.0,565.0,1832.0,1478.0,34.5,28.5,1.5324
1113.0,13.4,1096.0,635.0,1636.0,1050.0,36.4,23.6,1.4064
1048.0,11.2,1021.0,698.0,1570.0,846.0,35.1,23.2,1.2884
1054.0,11.6,1036.0,697.0,1585.0,830.0,35.7,22.2,1.2765
1104.0,13.5,1102.0,670.0,1609.0,1480.0,37.6,19.6,1.2534
1130.0,13.9,1113.0,674.0,1623.0,1127.0,38.8,17.6,1.1979
1229.0,21.9,1348.0,565.0,1830.0,1445.0,39.3,16.0,1.1138
1347.0,23.2,1382.0,529.0,1961.0,1543.0,37.0,23.6,1.4639
1424.0,24.5,1417.0,488.0,2092.0,1674.0,33.2,30.1,1.5095
1305.0,16.3,1188.0,546.0,1843.0,1524.0,31.0,33.1,1.462
1180.0,13.1,1088.0,619.0,1662.0,1339.0,29.5,33.4,1.3562
1029.0,8.1,904.0,709.0,1460.0,992.0,29.1,36.7,1.4502
1080.0,8.1,902.0,702.0,1516.0,1048.0,27.8,40.7,1.5002
1197.0,11.4,1029.0,601.0,1628.0,1362.0,26.0,45.3,1.4999
1006.0,6.7,845.0,738.0,1430.0,978.0,25.8,45.4,1.487
987.0,6.2,820.0,772.0,1400.0,935.0,25.4,45.9,1.4684
958.0,4.5,735.0,816.0,1409.0,906.0,25.2,46.4,1.464
962.0,4.7,747.0,813.0,1431.0,913.0,23.0,52.7,1.4568
958.0,4.6,744.0,809.0,1419.0,903.0,22.1,54.5,1.4337
976.0,5.3,780.0,795.0,1467.0,898.0,22.5,53.6,1.4422
1088.0,9.1,945.0,636.0,1613.0,1165.0,22.0,55.4,1.4436
1159.0,11.0,1016.0,595.0,1681.0,1260.0,23.4,51.6,1.4639
1156.0,10.3,988.0,615.0,1634.0,1250.0,26.7,43.0,1.4808
1202.0,11.2,1021.0,649.0,1644.0,1226.0,31.3,32.9,1.4771
1226.0,12.9,1080.0,622.0,1697.0,1188.0,34.8,27.1,1.4837
1181.0,13.2,1091.0,638.0,1637.0,1072.0,38.3,21.5,1.4263
1062.0,9.8,969.0,729.0,1459.0,782.0,37.1,21.2,1.3107
1013.0,7.9,897.0,798.0,1351.0,594.0,37.3,20.3,1.2771
1029.0,8.3,913.0,787.0,1373.0,607.0,38.3,19.3,1.2736
1144.0,11.9,1046.0,682.0,1564.0,879.0,40.7,17.0,1.2793
1159.0,12.3,1059.0,664.0,1580.0,945.0,39.5,18.5,1.3076
1113.0,10.0,978.0,705.0,1538.0,946.0,36.6,22.6,1.3664
1100.0,9.1,944.0,730.0,1524.0,882.0,32.8,28.2,1.3842
1037.0,7.8,890.0,765.0,1408.0,735.0,30.7,30.7,1.3338
1055.0,10.3,988.0,720.0,1490.0,874.0,30.1,28.7,1.2052
980.0,8.0,901.0,812.0,1369.0,731.0,29.7,25.4,1.044
1083.0,13.3,1094.0,706.0,1537.0,926.0,29.6,24.3,0.9889
1399.0,30.3,1558.0,473.0,2052.0,1652.0,28.0,29.1,1.0846
1194.0,18.5,1255.0,555.0,1694.0,1452.0,27.2,33.3,1.1788
970.0,7.3,870.0,792.0,1376.0,943.0,27.5,30.9,1.1155
898.0,4.2,721.0,912.0,1264.0,594.0,27.1,33.3,1.1762
929.0,5.1,769.0,879.0,1335.0,607.0,26.4,35.1,1.1919
913.0,4.4,734.0,864.0,1338.0,646.0,25.6,37.6,1.2131
854.0,2.2,600.0,1102.0,1252.0,542.0,25.4,38.6,1.2352
881.0,2.9,647.0,964.0,1250.0,550.0,25.5,38.2,1.2296
867.0,2.5,618.0,1042.0,1231.0,488.0,27.0,34.3,1.2089
885.0,2.8,638.0,1059.0,1248.0,484.0,29.9,29.6,1.2296
899.0,3.0,654.0,1037.0,1254.0,481.0,31.9,26.8,1.2477
886.0,2.7,633.0,1071.0,1214.0,453.0,33.0,23.5,1.1583
864.0,3.0,651.0,1096.0,1193.0,443.0,34.5,19.3,1.0369
822.0,2.4,611.0,1191.0,1138.0,403.0,33.2,19.0,0.9533
810.0,2.2,597.0,1255.0,1106.0,361.0,32.2,20.5,0.9699
784.0,1.9,576.0,1327.0,1060.0,342.0,32.6,17.5,0.8467
823.0,2.7,633.0,1228.0,1103.0,366.0,33.0,17.5,0.8683
863.0,3.4,678.0,1153.0,1139.0,434.0,32.9,17.5,0.8622
880.0,4.3,728.0,1046.0,1167.0,514.0,31.6,18.0,0.8243
951.0,7.0,859.0,897.0,1267.0,718.0,29.3,20.4,0.8162
942.0,5.5,786.0,930.0,1245.0,705.0,27.8,24.4,0.9002
988.0,7.0,859.0,845.0,1341.0,799.0,27.1,26.9,0.9524
1008.0,6.7,845.0,832.0,1349.0,856.0,26.3,29.5,0.9959
965.0,5.1,769.0,878.0,1315.0,667.0,25.9,32.9,1.0826
957.0,4.1,717.0,911.0,1322.0,579.0,25.3,36.9,1.1764
921.0,3.2,666.0,954.0,1288.0,480.0,24.8,40.1,1.2378
854.0,1.7,562.0,1106.0,1224.0,400.0,24.3,42.9,1.2906
826.0,1.0,504.0,1250.0,1204.0,385.0,24.0,45.5,1.3404
828.0,1.0,501.0,1281.0,1189.0,385.0,23.9,47.4,1.3881
892.0,1.9,580.0,1076.0,1271.0,516.0,23.5,49.1,1.3991
954.0,3.1,660.0,938.0,1342.0,728.0,23.7,49.2,1.4195
1120.0,7.8,890.0,728.0,1546.0,1035.0,23.6,49.6,1.4247
1096.0,8.5,921.0,716.0,1534.0,988.0,24.3,45.4,1.365
1058.0,8.0,898.0,749.0,1470.0,977.0,26.3,38.3,1.2932
977.0,5.7,800.0,843.0,1372.0,778.0,27.6,34.2,1.2464
977.0,6.6,840.0,827.0,1390.0,736.0,29.2,29.1,1.1586
943.0,5.3,777.0,880.0,1333.0,632.0,29.2,28.6,1.1423
964.0,6.0,814.0,850.0,1369.0,689.0,29.4,28.3,1.1434
953.0,5.4,781.0,889.0,1356.0,641.0,29.8,28.0,1.1558
967.0,6.1,814.0,854.0,1385.0,703.0,30.1,26.7,1.1217
996.0,6.7,843.0,840.0,1394.0,765.0,30.1,27.2,1.1406
1091.0,11.7,1039.0,699.0,1586.0,923.0,29.6,27.5,1.1229
1114.0,13.5,1101.0,663.0,1632.0,1057.0,29.6,27.7,1.1278
1133.0,13.5,1101.0,647.0,1669.0,1105.0,28.0,30.1,1.1226
1031.0,8.5,921.0,731.0,1490.0,897.0,26.8,33.8,1.1723
952.0,5.5,787.0,856.0,1342.0,723.0,25.7,35.8,1.16
949.0,5.8,804.0,835.0,1365.0,740.0,25.4,35.2,1.1255
932.0,4.8,752.0,889.0,1310.0,687.0,25.0,37.3,1.1614
966.0,5.2,774.0,859.0,1352.0,644.0,24.6,40.5,1.2362
888.0,3.0,653.0,973.0,1272.0,497.0,24.2,43.8,1.3057
847.0,2.7,634.0,1012.0,1258.0,525.0,24.0,43.7,1.2876
856.0,3.6,687.0,955.0,1260.0,726.0,21.9,48.3,1.2522
881.0,4.4,735.0,876.0,1308.0,783.0,22.4,47.2,1.2593
882.0,4.0,711.0,936.0,1310.0,741.0,22.9,46.5,1.2861
1016.0,7.7,888.0,776.0,1485.0,1040.0,23.1,47.0,1.3122
1228.0,13.9,1113.0,628.0,1719.0,1324.0,23.7,46.2,1.3376
1311.0,22.0,1350.0,529.0,1957.0,1486.0,25.8,41.9,1.3688
1081.0,10.2,983.0,703.0,1546.0,1079.0,27.3,38.3,1.3669
1104.0,10.4,993.0,705.0,1539.0,1081.0,31.0,29.1,1.2885
991.0,8.0,898.0,787.0,1412.0,806.0,31.6,25.5,1.1638
1008.0,10.1,980.0,755.0,1465.0,825.0,32.5,21.2,1.0173
986.0,10.7,1005.0,752.0,1439.0,907.0,31.7,20.5,0.9428
948.0,7.9,893.0,828.0,1374.0,768.0,31.5,21.5,0.9768
919.0,7.1,862.0,851.0,1293.0,697.0,31.6,20.8,0.9562
958.0,9.0,940.0,820.0,1380.0,728.0,32.4,19.4,0.9279
1037.0,11.2,1021.0,747.0,1451.0,786.0,31.7,20.3,0.9336
1120.0,16.0,1181.0,653.0,1604.0,1028.0,31.1,21.0,0.9337
1205.0,19.9,1294.0,579.0,1744.0,1317.0,28.9,25.4,0.9933
1172.0,15.3,1159.0,597.0,1653.0,1290.0,27.4,30.8,1.1112
1088.0,11.1,1019.0,668.0,1554.0,1165.0,26.3,34.1,1.1453
1055.0,10.0,979.0,694.0,1517.0,1086.0,25.4,35.2,1.1288
1077.0,12.22727273,1040.363636,708.0,1503.272727,1133.727273,25.15454545,35.0,1.107881818
1099.0,14.45454545,1101.727273,722.0,1489.545455,1181.454545,24.90909091,34.8,1.086963636
1121.0,16.68181818,1163.090909,736.0,1475.818182,1229.181818,24.66363636,34.6,1.066045455
1143.0,18.90909091,1224.454545,750.0,1462.090909,1276.909091,24.41818182,34.4,1.045127273
1165.0,21.13636364,1285.818182,764.0,1448.363636,1324.636364,24.17272727,34.2,1.024209091
1187.0,23.36363636,1347.181818,778.0,1434.636364,1372.363636,23.92727273,34.0,1.003290909
1209.0,25.59090909,1408.545455,792.0,1420.909091,1420.090909,23.68181818,33.8,0.982372727
1231.0,27.81818182,1469.909091,806.0,1407.181818,1467.818182,23.43636364,33.6,0.961454545
1253.0,30.04545455,1531.272727,820.0,1393.454545,1515.545455,23.19090909,33.4,0.940536364
1275.0,32.27272727,1592.636364,834.0,1379.727273,1563.272727,22.94545455,33.2,0.919618182
1297.0,34.5,1654.0,848.0,1366.0,1611.0,22.7,33.0,0.8987
1300.111111,32.76666667,1610.888889,856.6666667,1374.333333,1603.444444,23.77777778,31.53333333,0.904222222
1303.222222,31.03333333,1567.777778,865.3333333,1382.666667,1595.888889,24.85555556,30.06666667,0.909744444
1306.333333,29.3,1524.666667,874.0,1391.0,1588.333333,25.93333333,28.6,0.915266667
1309.444444,27.56666667,1481.555556,882.6666667,1399.333333,1580.777778,27.01111111,27.13333333,0.920788889
1312.555556,25.83333333,1438.444444,891.3333333,1407.666667,1573.222222,28.08888889,25.66666667,0.926311111
1315.666667,24.1,1395.333333,900.0,1416.0,1565.666667,29.16666667,24.2,0.931833333
1318.777778,22.36666667,1352.222222,908.6666667,1424.333333,1558.111111,30.24444444,22.73333333,0.937355556
1321.888889,20.63333333,1309.111111,917.3333333,1432.666667,1550.555556,31.32222222,21.26666667,0.942877778
1325.0,18.9,1266.0,926.0,1441.0,1543.0,32.4,19.8,0.9484
1383.0,24.1,1406.0,824.0,1582.0,1678.0,29.9,22.3,0.9235
1254.0,18.1,1241.0,873.0,1463.0,1431.0,28.2,24.8,0.936
1221.0,15.8,1174.0,874.0,1481.0,1413.0,26.8,28.9,1.0019
1226.0,14.6,1138.0,862.0,1481.0,1419.0,25.1,32.3,1.0131
1100.0,10.6,999.0,984.0,1361.0,1145.0,25.4,30.5,0.9722
999.0,7.5,879.0,1114.0,1261.0,960.0,24.9,28.3,0.8775
980.0,7.4,873.0,1088.0,1258.0,949.0,23.2,30.5,0.8558
859.0,3.8,698.0,1254.0,1157.0,819.0,22.3,33.6,0.8959
814.0,2.3,606.0,1370.0,1131.0,745.0,23.0,33.0,0.9184
806.0,2.3,605.0,1366.0,1132.0,725.0,21.4,35.7,0.8982
813.0,2.7,631.0,1327.0,1108.0,710.0,21.7,33.4,0.8545
889.0,4.9,760.0,1224.0,1213.0,806.0,20.3,35.5,0.8342
1200.0,18.2,1246.0,798.0,1574.0,1416.0,19.7,37.5,0.8501
1289.0,21.4,1335.0,724.0,1681.0,1521.0,21.0,35.6,0.8736
1355.0,21.3,1333.0,741.0,1691.0,1605.0,25.0,28.9,0.9025
1277.0,19.9,1292.0,800.0,1626.0,1481.0,31.0,21.9,0.9708
1156.0,14.8,1142.0,907.0,1490.0,1188.0,34.9,18.5,1.0189
1054.0,12.6,1071.0,1006.0,1380.0,940.0,37.1,15.0,0.9297
1096.0,13.0,1083.0,971.0,1430.0,986.0,35.0,17.3,0.9542
1160.0,16.2,1185.0,873.0,1522.0,1162.0,35.1,17.5,0.9733
1148.0,15.0,1149.0,924.0,1473.0,1047.0,35.4,16.6,0.9385
1166.0,16.2,1186.0,878.0,1500.0,1180.0,38.4,13.8,0.9221
1315.0,22.7,1370.0,794.0,1689.0,1399.0,37.6,14.5,0.9277
1425.0,32.3,1605.0,660.0,1920.0,2321.0,35.2,16.6,0.9242
1329.0,22.3,1360.0,704.0,1768.0,1894.0,31.2,25.5,1.1379
1299.0,16.6,1197.0,763.0,1688.0,1606.0,29.3,30.7,1.229
1123.0,11.0,1015.0,845.0,1470.0,1297.0,28.3,30.1,1.1392
1089.0,11.3,1024.0,831.0,1452.0,1182.0,27.4,31.5,1.133
1081.0,9.3,950.0,876.0,1434.0,1138.0,26.2,35.7,1.1929
1031.0,7.3,871.0,950.0,1393.0,972.0,25.2,38.1,1.2049
969.0,5.5,787.0,1035.0,1350.0,799.0,24.4,39.1,1.1784
881.0,3.5,680.0,1175.0,1251.0,630.0,23.7,39.1,1.1289
869.0,2.8,638.0,1219.0,1213.0,586.0,24.2,38.5,1.1491
866.0,2.9,644.0,1162.0,1218.0,629.0,24.5,38.5,1.1688
895.0,3.6,689.0,1134.0,1250.0,709.0,22.4,43.5,1.1624
933.0,5.5,786.0,1018.0,1306.0,858.0,22.3,43.8,1.1631
1209.0,15.5,1163.0,762.0,1606.0,1300.0,21.4,45.8,1.1515
1417.0,28.3,1511.0,587.0,1975.0,1676.0,22.9,41.3,1.1383
1227.0,17.8,1233.0,739.0,1594.0,1384.0,26.6,30.3,1.0378
1093.0,12.8,1076.0,871.0,1457.0,1125.0,30.3,23.0,0.977
1135.0,15.7,1170.0,867.0,1523.0,1189.0,32.8,18.9,0.9234
1112.0,15.4,1161.0,866.0,1499.0,1088.0,34.3,17.7,0.9416
1147.0,15.6,1168.0,858.0,1492.0,1118.0,33.3,18.9,0.9536
1086.0,12.6,1070.0,907.0,1423.0,924.0,33.0,20.1,0.9959
1077.0,12.2,1056.0,908.0,1406.0,935.0,33.6,19.6,1.0029
1110.0,13.4,1098.0,882.0,1450.0,1009.0,34.9,18.4,1.0106
1146.0,14.3,1125.0,846.0,1511.0,1016.0,33.4,20.3,1.027
1211.0,16.5,1194.0,797.0,1599.0,1188.0,31.6,22.7,1.041
1218.0,17.4,1221.0,755.0,1599.0,1290.0,29.2,26.9,1.0709
1136.0,12.9,1082.0,824.0,1478.0,1130.0,27.7,30.1,1.0991
1017.0,8.2,908.0,932.0,1354.0,880.0,27.1,31.0,1.0991
1063.0,9.2,946.0,886.0,1391.0,996.0,26.0,33.4,1.1071
1083.0,9.3,951.0,880.0,1393.0,1054.0,25.1,35.7,1.1222
1077.0,10.4,994.0,829.0,1429.0,1081.0,24.3,38.5,1.1525
968.0,6.2,823.0,952.0,1343.0,828.0,23.4,40.7,1.1551
898.0,4.2,720.0,1059.0,1259.0,661.0,23.2,41.2,1.1561
859.0,3.1,656.0,1126.0,1213.0,582.0,23.6,40.5,1.1667
849.0,2.3,607.0,1189.0,1190.0,544.0,23.5,40.9,1.1677
886.0,3.1,658.0,1101.0,1234.0,647.0,20.5,48.4,1.1557
932.0,4.0,708.0,1057.0,1285.0,720.0,20.7,48.4,1.1663
1144.0,10.8,1006.0,757.0,1535.0,1207.0,19.9,50.8,1.1694
1222.0,13.0,1083.0,729.0,1624.0,1273.0,21.3,47.2,1.1825
1202.0,10.3,989.0,775.0,1506.0,1303.0,24.0,40.8,1.1993
1323.0,16.3,1190.0,698.0,1702.0,1479.0,28.7,30.3,1.1769
1219.0,12.7,1074.0,805.0,1532.0,1191.0,31.9,24.7,1.1477
1121.0,9.7,965.0,899.0,1386.0,932.0,33.8,21.9,1.1331
1096.0,9.1,942.0,893.0,1366.0,826.0,32.7,22.7,1.1044
1019.0,7.0,858.0,989.0,1270.0,631.0,33.0,21.3,1.0512
1045.0,7.0,857.0,994.0,1308.0,598.0,33.9,21.2,1.0989
1147.0,9.5,959.0,872.0,1387.0,796.0,35.9,20.3,1.1845
1145.0,9.8,971.0,883.0,1418.0,759.0,34.2,22.6,1.197
1202.0,11.7,1040.0,815.0,1506.0,886.0,32.0,27.3,1.2752
1283.0,13.9,1112.0,719.0,1583.0,1071.0,29.3,32.6,1.3105
1148.0,8.7,929.0,815.0,1443.0,826.0,27.2,38.0,1.347
1229.0,10.9,1012.0,743.0,1562.0,1103.0,26.1,41.1,1.3705
1287.0,12.3,1060.0,716.0,1595.0,1221.0,25.3,44.6,1.4161
1285.0,12.4,1062.0,715.0,1583.0,1449.0,24.6,47.2,1.4424
1251.0,12.1,1055.0,701.0,1602.0,1364.0,24.1,48.8,1.4412
1120.0,8.0,900.0,811.0,1462.0,1111.0,23.6,50.4,1.447
1108.0,8.4,917.0,797.0,1495.0,1129.0,22.0,55.8,1.4585
961.0,4.9,759.0,943.0,1375.0,799.0,22.4,53.6,1.4379
950.0,4.2,719.0,982.0,1372.0,771.0,21.6,55.8,1.4228
901.0,2.3,608.0,1105.0,1299.0,646.0,21.8,55.2,1.4184
903.0,2.5,619.0,1111.0,1315.0,705.0,21.7,55.4,1.4192
1024.0,4.9,757.0,923.0,1423.0,908.0,20.6,59.8,1.435
1093.0,6.6,837.0,830.0,1480.0,1047.0,22.1,55.3,1.4495
1097.0,6.5,833.0,853.0,1470.0,1015.0,24.8,48.2,1.4883
1126.0,6.4,830.0,853.0,1528.0,938.0,27.9,43.4,1.6017
1139.0,5.6,794.0,908.0,1456.0,849.0,30.1,38.5,1.6212
1178.0,6.4,832.0,858.0,1542.0,844.0,28.2,48.6,1.8253
1243.0,7.6,883.0,745.0,1660.0,1036.0,24.8,70.4,2.1766
1017.0,3.5,680.0,996.0,1421.0,729.0,27.8,49.4,1.8209
1048.0,3.3,672.0,1050.0,1438.0,556.0,25.4,59.9,1.9168
1254.0,6.6,840.0,787.0,1602.0,846.0,26.1,66.8,2.231
1287.0,8.3,911.0,796.0,1664.0,942.0,28.0,53.2,1.981
1215.0,8.0,900.0,823.0,1604.0,902.0,27.4,51.4,1.8404
1363.0,12.6,1071.0,697.0,1763.0,1178.0,25.7,55.8,1.8149
1436.0,17.5,1224.0,609.0,1886.0,1426.0,24.6,60.3,1.8363
1365.0,14.8,1143.0,655.0,1796.0,1394.0,24.2,61.6,1.8381
1506.0,23.3,1385.0,555.0,2260.0,1935.0,23.8,63.5,1.8495
1227.0,12.2,1055.0,705.0,1772.0,1360.0,23.0,64.8,1.802
1038.0,7.2,866.0,833.0,1570.0,1061.0,23.0,63.3,1.7589
934.0,4.6,744.0,970.0,1473.0,870.0,22.8,63.3,1.7355
900.0,3.8,699.0,1036.0,1452.0,799.0,21.0,68.6,1.6873
870.0,3.7,692.0,1070.0,1443.0,779.0,20.4,70.7,1.6734
875.0,4.0,713.0,1027.0,1436.0,809.0,19.4,73.4,1.6417
940.0,5.5,789.0,917.0,1473.0,914.0,19.5,72.0,1.6118
1053.0,8.3,913.0,824.0,1578.0,1033.0,19.7,70.3,1.5925
1509.0,28.2,1508.0,533.0,2257.0,1572.0,20.4,66.7,1.577
1559.0,32.1,1599.0,498.0,2374.0,1704.0,21.8,61.8,1.5966
1313.0,17.7,1231.0,626.0,1889.0,1455.0,23.0,60.2,1.6652
1372.0,18.4,1251.0,609.0,1890.0,1588.0,25.4,53.0,1.6963
1320.0,16.3,1190.0,655.0,1825.0,1482.0,30.0,41.6,1.7324
1346.0,18.2,1246.0,639.0,1907.0,1458.0,32.6,34.8,1.6872
1307.0,17.9,1236.0,649.0,1869.0,1356.0,32.2,34.2,1.6145
1157.0,12.6,1069.0,737.0,1653.0,1100.0,32.1,33.5,1.569
1154.0,11.3,1026.0,773.0,1623.0,1212.0,32.6,31.8,1.5361
1172.0,14.9,1145.0,735.0,1676.0,1049.0,35.2,25.2,1.4111
1241.0,18.5,1254.0,693.0,1735.0,1149.0,34.3,24.7,1.3154
1379.0,25.2,1433.0,605.0,1982.0,1370.0,31.5,29.9,1.3638
1570.0,35.9,1684.0,494.0,2289.0,1716.0,29.0,36.6,1.4452
1418.0,26.7,1471.0,542.0,2064.0,1600.0,27.1,42.2,1.4949
1317.0,19.9,1295.0,593.0,1883.0,1592.0,26.1,46.4,1.5445
1204.0,14.6,1136.0,648.0,1782.0,1491.0,25.1,49.4,1.548
1014.0,6.9,853.0,843.0,1499.0,1084.0,26.0,46.4,1.5375
956.0,5.6,794.0,896.0,1456.0,1007.0,24.7,49.2,1.5116
891.0,3.9,708.0,1005.0,1382.0,823.0,24.8,49.0,1.5092
856.0,3.2,665.0,1061.0,1375.0,788.0,23.5,52.6,1.5035
863.0,3.9,703.0,1032.0,1403.0,791.0,20.8,62.1,1.5044
911.0,4.6,745.0,922.0,1428.0,924.0,19.9,65.5,1.5078
936.0,5.0,765.0,916.0,1462.0,941.0,20.6,62.9,1.5088
1087.0,9.6,964.0,774.0,1633.0,1103.0,21.3,59.4,1.4918
1540.0,27.8,1498.0,519.0,2301.0,1657.0,22.0,58.3,1.5199
1513.0,32.1,1601.0,469.0,2382.0,1743.0,23.2,55.4,1.5559
1409.0,20.9,1322.0,562.0,2004.0,1601.0,26.5,50.2,1.713
1219.0,11.8,1042.0,699.0,1750.0,1253.0,29.0,45.5,1.7976
1286.0,15.8,1172.0,644.0,1870.0,1295.0,30.1,42.0,1.7602
1228.0,15.8,1174.0,668.0,1788.0,1192.0,32.3,35.9,1.7067
1140.0,14.0,1117.0,711.0,1690.0,1046.0,33.2,33.8,1.69
1052.0,8.2,906.0,832.0,1516.0,803.0,34.0,33.6,1.7591
1282.0,13.7,1107.0,682.0,1791.0,1116.0,29.9,45.6,1.8942
1378.0,19.5,1282.0,576.0,2010.0,1347.0,27.7,53.7,1.967
1506.0,26.7,1471.0,518.0,2200.0,1530.0,28.0,52.7,1.9604
1310.0,18.7,1259.0,620.0,1926.0,1240.0,28.6,48.2,1.8616
1204.0,13.9,1114.0,686.0,1807.0,1092.0,24.8,61.6,1.9067
1071.0,6.7,842.0,873.0,1575.0,740.0,20.3,77.2,1.8204
967.0,4.2,719.0,980.0,1490.0,670.0,19.7,82.5,1.8674
947.0,3.6,689.0,1009.0,1454.0,640.0,20.6,78.8,1.8885
1011.0,4.4,734.0,967.0,1497.0,918.0,19.2,87.2,1.9195
971.0,4.2,722.0,949.0,1472.0,804.0,20.5,81.5,1.936
886.0,2.6,627.0,1082.0,1405.0,694.0,21.4,74.0,1.8683
908.0,3.1,657.0,1013.0,1460.0,796.0,20.5,78.2,1.8678
901.0,3.0,652.0,1013.0,1468.0,804.0,20.7,77.8,1.8764
915.0,3.4,674.0,970.0,1481.0,829.0,20.5,78.0,1.8636
940.0,4.0,712.0,961.0,1499.0,848.0,20.6,76.2,1.8272
1048.0,7.8,891.0,791.0,1654.0,992.0,20.1,77.4,1.802
